iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,event_codes
COD,Democratic Republic of the Congo,2024,2024-05-08,Day,2024-05-09,Day,Dem. Rep. Congo: Flood - North Kivu (Goma/Goma) - 08/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,439,440,,,[]
USA,United States of America,2024,2024-05-08,Day,2024-05-10,Day,"United States: Tornado - Kentucky, Tennessee, Florida - 08/05/2024",2,Weather related,4,Meteorological,14,Storm,23,,6688,6700,528,530,"['FEMA-4792-DR', 'FEMA-4794-DR']"
ARG,Argentina,2024,2024-05-09,Day,2024-05-09,Day,"Argentina: Flood - Corrientes (Santo Tomé, Paso de los Libres) - 09/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,809,810,,,[]
BGR,Bulgaria,2024,2024-05-09,,2024-05-09,,Bulgaria: Flood - Vidin (Vidin) - 09/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3,3,,,[]
COD,Democratic Republic of the Congo,2024,2024-05-09,Day,2024-05-09,Day,Dem. Rep. Congo: Flood - Maniema (Kabambare/BB Salamabila) - 09/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3150,3200,,,[]
MYS,Malaysia,2024,2024-05-09,Day,2024-05-09,Day,Malaysia: Flood - Selangor (Hulu Langat) - 09/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,49,49,0,,[]
PAK,Pakistan,2024,2024-05-09,Day,2024-05-11,,Pakistan: Flood - Khyber Pakhtunkhwa (North Waziristan) - 09/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7,7,7,7,[]
MMR,Myanmar,2024,2024-05-10,Day,2024-05-10,Day,Myanmar: Tornado - Ayeyarwady Region (Lemyethna Township) - 10/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,4,4,4,4,[]
BDI,Burundi,2024,2024-05-10,,2024-05-11,,Burundi: Flood - Bujumbura Rural (Mutimbuzi/Gatumba) - 10/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,8438,8400,,,[]
TJK,Tajikistan,2024,2024-05-10,Day,2024-05-12,Day,Tajikistan: Flood - Districts of Republican Subordination (Dushanbe) - 10/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,105,100,,,[]
PAK,Pakistan,2024,2024-05-10,Day,2024-05-13,Day,Pakistan: Flood - Khyber Pakhtunkhwa (Lakki Marwat) - 10/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,95,95,95,95,[]
CAN,Canada,2024,2024-05-10,Day,2024-05-27,Day,Canada: Wildfire (Parker Lake fire) - British Columbia (Fort Nelson) - 10/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,3500,3500,0,,[]
IDN,Indonesia,2024,2024-05-11,Day,2024-05-11,Day,Indonesia: Flood - West Sumatra (5 Regencies) - 11/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4631,4600,752,750,['AHA-LS-2024-000809-IDN']
NPL,Nepal,2024,2024-05-11,,2024-05-11,,Nepal: Storm - Madhesh (Sarlahi) - 11/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
PHL,Philippines,2024,2024-05-11,Day,2024-05-11,Day,"Philippines: Landslide - Caraga (Mainit, Tubod) - 11/05/2024",2,Weather related,3,Hydrological,11,Mass Movement,15,,1107,1100,0,,['AHA-LS-2024-000810-PHL']
USA,United States of America,2024,2024-05-11,Day,2024-05-12,Week,United States: Flood - California (Placerville) - 11/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,102,100,,,[]
CAN,Canada,2024,2024-05-11,Day,2024-05-13,Week,Canada: Wildfire - Manitoba (Cranberry Portage) - 11/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,675,680,4,4,['WE010']
GTM,Guatemala,2024,2024-05-12,Day,2024-05-12,Day,Guatemala: Earthquake - Quetzaltenango (Quetzaltenango) - 12/05/2024,1,Geophysical,1,Geophysical,1,Earthquake,1,,5,5,,,[]
GTM,Guatemala,2024,2024-05-12,Day,2024-05-12,Day,Guatemala: Flood - El Progreso (El Jicaro) - 12/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,12,12,,,[]
IDN,Indonesia,2024,2024-05-12,Day,2024-05-12,Day,Indonesia: Flood - West Kalimantan (Kubu Raya) - 12/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,124,120,,,['AHA-FL-2024-000863-IDN']
MYS,Malaysia,2024,2024-05-12,Day,2024-05-12,Day,Malaysia: Flood - Negeri Sembilan (Port Dickson) - 12/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,25,25,0,,[]
NPL,Nepal,2024,2024-05-12,,2024-05-12,,Nepal: Flood -  Lumbini (Palpa) - 12/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
UGA,Uganda,2024,2024-05-12,,2024-05-12,,Uganda: Flood - Central (North Buganda/Kayunga) - 12/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,10,10,[]
CAN,Canada,2024,2024-05-13,Day,2024-05-13,Week,Canada: Wildfire - British Columbia (Doig River) - 13/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,85,85,,,[]
GTM,Guatemala,2024,2024-05-13,Day,2024-05-13,Day,Guatemala: Flood - Quiché (Pachalum) - 13/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,24,24,,,[]
IDN,Indonesia,2024,2024-05-13,Day,2024-05-13,Day,Indonesia: Flood - East Kalimantan (Mahakam Ulu) - 13/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,255,260,,,['AHA-FL-2024-000869-IDN']
PAK,Pakistan,2024,2024-05-13,,2024-05-13,,Pakistan: Flood - Khyber Pakhtunkhwa (Mansehra) - 13/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7,7,7,7,[]
IRN,Iran (Islamic Republic of),2024,2024-05-13,Day,2024-05-19,Day,Iran: Flood - 16 Provinces  - 13/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,878,880,,,['FL-2024-000081-IRN']
COD,Democratic Republic of the Congo,2024,2024-05-14,,2024-05-14,,Dem. Rep. Congo: Flood - South Kivu (Fizi) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3750,3800,,,[]
GTM,Guatemala,2024,2024-05-14,Day,2024-05-14,Day,Guatemala: Flood - Guatemala (San Pedro Ayampuc) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,11,11,,,[]
GTM,Guatemala,2024,2024-05-14,Day,2024-05-14,Day,Guatemala: Flood - Quiché (Joyabaj) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,14,14,,,[]
GTM,Guatemala,2024,2024-05-14,Day,2024-05-14,Day,Guatemala: Flood - Retalhuleu (Retalhuleu) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,48,48,,,[]
IDN,Indonesia,2024,2024-05-14,Day,2024-05-14,Day,Indonesia: Earthquake - West Nusa Tenggara (North Lombok) - 14/05/2024,1,Geophysical,1,Geophysical,1,Earthquake,1,,4,4,4,4,[]
IDN,Indonesia,2024,2024-05-14,Day,2024-05-14,Day,Indonesia: Flood - Central Sulawesi (North Morowali) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,170,170,,,['AHA-FL-2024-000565-IDN']
IDN,Indonesia,2024,2024-05-14,Day,2024-05-14,Day,Indonesia: Flood - South Sumatra (South Ogan Komering Ulu) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,5,5,4,4,['AHA-FL-2024-000842-IDN']
MYS,Malaysia,2024,2024-05-14,Day,2024-05-14,Day,Malaysia: Flood - Negeri Sembilan (Port Dickson) - 14/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,24,24,0,,[]
USA,United States of America,2024,2024-05-14,Day,2024-05-14,Day,United States: Wildfire - Florida (Highlands County) - 14/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,436,440,0,,[]
CAN,Canada,2024,2024-05-14,Day,2024-05-15,Week,Canada: Wildfire - Alberta (Fort McMurray) - 14/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,6600,6600,0,,[]
IDN,Indonesia,2024,2024-05-15,Day,2024-05-15,Day,Indonesia: Flood - North Kalimantan (Malinau) - 15/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,19,19,19,19,[]
MEX,Mexico,2024,2024-05-15,Day,2024-05-15,Day,Mexico: Flood - Durango (El Vergel) - 15/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,2,2,,,[]
PHL,Philippines,2024,2024-05-15,Day,2024-05-15,Day,"Philippines: Flood [Shearline] - Region II (Aurora, Cauayan) - 15/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,525,520,0,,[]
ITA,Italy,2024,2024-05-15,Day,2024-05-17,Day,"Italy: Flood - Lombardy (Milan, Bernareggio), Veneto (Rustega) - 15/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,22,22,,,[]
TCD,Chad,2024,2024-05-15,Week,2024-10-31,Week,Chad: Flood -Countrywide- 15/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1290566,1291000,1156461,1156000,"['FL-2024-000139-TCD', 'MDRTD024']"
BLZ,Belize,2024,2024-05-16,Day,2024-05-16,Day,Belize: Wildfire - Toledo District (Blue Creek) - 16/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,8,8,8,8,['WF-2024-000090-BLZ']
GTM,Guatemala,2024,2024-05-16,Day,2024-05-16,Day,Guatemala: Flood - Alta Verapaz (San Pedro Carcha) - 16/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,16,16,,,[]
MEX,Mexico,2024,2024-05-16,Week,2024-05-16,Week,"Mexico: Wildfire - Oaxaca (El Tigrero, El Chilar, Los Caulote, Xonene) - 16/05/2024",2,Weather related,2,Climatological,9,Wildfire,11,,70,70,,,[]
MYS,Malaysia,2024,2024-05-16,Day,2024-05-16,Day,Malaysia: Flood - Sabah (Membakut) - 16/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,73,73,0,,['AHA-FL-2024-000829-MYS']
USA,United States of America,2024,2024-05-16,Day,2024-05-16,Day,United States: Storm - Texas - 16/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,204,200,204,200,[]
GHA,Ghana,2024,2024-05-16,Day,2024-05-17,Day,Ghana: Storm - Ashanti (Bosomtwe/Jarchie) - 16/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,670,670,,,[]
MEX,Mexico,2024,2024-05-16,Day,2024-05-17,Day,Mexico: Wildfire - Veracruz (Las Carolinas) - 16/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,112,110,,,[]
GTM,Guatemala,2024,2024-05-17,Day,2024-05-17,Day,Guatemala: Flood - Quiché (Joyabaj) - 17/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,6,6,,,[]
GTM,Guatemala,2024,2024-05-17,Day,2024-05-17,Day,Guatemala: Flood - San Marcos (El Quetzal) - 17/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,12,12,,,[]
GTM,Guatemala,2024,2024-05-17,Day,2024-05-17,Day,Guatemala: Wildfire - Alta Verapaz (Lanquín) - 17/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,5,5,,,[]
IDN,Indonesia,2024,2024-05-17,Day,2024-05-17,Day,"Indonesia: Volcanic Activity ""Mt. Ibu"" - North Maluku (West Halmahera) - 17/05/2024",1,Geophysical,1,Geophysical,3,Volcanic activity,5,,2053,2100,,,['AHA-VO-2024-000840-IDN']
MMR,Myanmar,2024,2024-05-17,Day,2024-05-17,Day,Myanmar: Tornado - Naypyidaw Union Territory (Ottarathiri Township) - 17/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,4,4,4,4,[]
MYS,Malaysia,2024,2024-05-17,Day,2024-05-17,Day,Malaysia: Flood - Kedah (Kulim) - 17/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,78,78,0,,['AHA-FL-2024-000829-MYS']
MYS,Malaysia,2024,2024-05-17,Day,2024-05-17,Day,"Malaysia: Flood - Perak (Hilir Perak, Kuala Kangsar, Taiping) - 17/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,560,560,0,,['AHA-FL-2024-000829-MYS']
PHL,Philippines,2024,2024-05-17,Day,2024-05-17,Day,Philippines: Tornado - Region I (Malasiqui) - 17/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,6,6,6,6,[]
BEL,Belgium,2024,2024-05-17,Day,2024-05-19,Day,"Belgium, Germany, France: Belgium (Limburg), Germany (Rhineland-Palatinate),  France (Moselle) - 17/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,2,2,,,[]
DEU,Germany,2024,2024-05-17,Day,2024-05-19,Day,"Belgium, Germany, France: Belgium (Limburg), Germany (Rhineland-Palatinate),  France (Moselle) - 17/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,385,380,0,,[]
FRA,France,2024,2024-05-17,Day,2024-05-19,Day,"Belgium, Germany, France: Belgium (Limburg), Germany (Rhineland-Palatinate),  France (Moselle) - 17/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,180,180,,,[]
ITA,Italy,2024,2024-05-18,Day,2024-05-18,Day,Italy: Dry mass movement - Trentino (Ratschings - Racines) - 18/05/2024,1,Geophysical,1,Geophysical,2,Mass Movement,3,,2,2,,,[]
LKA,Sri Lanka,2024,2024-05-18,,2024-05-18,,Sri Lanka: Flood - Galle (Kadawathsathara) - 18/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,11,11,11,11,[]
LKA,Sri Lanka,2024,2024-05-18,,2024-05-18,,Sri Lanka: Flood - Matara (Athuraliya) - 18/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-18,Day,2024-05-18,Week,Sri Lanka: Flood - Matara (Pitabeddara) - 18/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
IDN,Indonesia,2024,2024-05-19,Day,2024-05-19,Day,Indonesia: Flood - Central Sulawesi (Parigi Moutong) - 19/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,160,160,,,['AHA-FL-2024-000851-IDN']
LKA,Sri Lanka,2024,2024-05-19,,2024-05-19,,Sri Lanka: Flood - Puttalam (Mahakumbukkadawala) - 19/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,110,110,0,,[]
LKA,Sri Lanka,2024,2024-05-19,Week,2024-05-19,Week,Sri Lanka: Flood - Rathnapura (Elapatha) - 19/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-19,,2024-05-19,,Sri Lanka: Storm - Galle (Thawalama) - 19/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-19,,2024-05-19,,Sri Lanka: Storm - Kalutara (Panadura) - 19/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-19,,2024-05-19,,Sri Lanka: Storm - Kalutara (Walallawita) - 19/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
COM,Comoros,2024,2024-05-19,Day,2024-05-20,Day,"Comoros: Indirect impacts of Tropical Storm Ialy - Grande Comore (Mitsoudjé, Bangoi Hambou, Mdjoiezi) - 19/05/2024",2,Weather related,4,Meteorological,14,Storm,21,,2,2,,,[]
LKA,Sri Lanka,2024,2024-05-19,,2024-05-20,,Sri Lanka: Flood - Puttalam (Puttalama) - 19/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1365,1400,0,,[]
LKA,Sri Lanka,2024,2024-05-19,,2024-05-22,,Sri Lanka: Storm - Rathnapura (Godakawela) - 19/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
USA,United States of America,2024,2024-05-19,Day,2024-05-26,Day,"United States: Tornado - Texas, Arkansas, Oklahoma - 19/05/2024",2,Weather related,4,Meteorological,14,Storm,23,,8028,8000,782,780,"['DR-4788-AR', 'FEMA-4791-DR']"
USA,United States of America,2024,2024-05-19,Day,2024-05-27,Day,United States: Storm - Missouri - 19/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,1769,1800,122,120,['FEMA-4803-DR']
ETH,Ethiopia,2024,2024-05-20,Day,2024-05-20,Day,Ethiopia: Flood - Sidama - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4970,5000,,,"['FL-2024-000074-ETH', 'MDRET035']"
GTM,Guatemala,2024,2024-05-20,Day,2024-05-20,Day,Guatemala: Flood - Zacapa (Gualan) - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,106,110,,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-20,,Sri Lanka: Flood - Colombo (Thimbirigasyaya) - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,52,52,0,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-20,,Sri Lanka: Flood - Puttalam (Mundalama) - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,300,300,0,,[]
LKA,Sri Lanka,2024,2024-05-20,Day,2024-05-20,Week,Sri Lanka: Storm - Kalutara (Bandaragama) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,11,11,11,11,[]
LKA,Sri Lanka,2024,2024-05-20,Day,2024-05-20,Day,Sri Lanka: Storm - Kalutara (Millaniya) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,27,27,0,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-20,,Sri Lanka: Storm - Rathnapura (Kalawana) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-20,Day,2024-05-20,Week,Sri Lanka: Storm - Rathnapura (Palmadulla) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
MMR,Myanmar,2024,2024-05-20,Day,2024-05-20,Day,Myanmar: Tornado - Naypyidaw Union Territory (Ottarathiri Township) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,4,4,4,4,[]
NPL,Nepal,2024,2024-05-20,,2024-05-20,,Nepal: Storm - Bardiya (Madhuwan) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,9,9,9,9,[]
NPL,Nepal,2024,2024-05-20,,2024-05-20,,Nepal: Storm - Morang (Dhanapalthan) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
ITA,Italy,2024,2024-05-20,Day,2024-05-21,Day,Italy: Earthquake - Campania (Pozzuoli) - 20/05/2024,1,Geophysical,1,Geophysical,1,Earthquake,1,,821,820,,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-21,,Sri Lanka: Flood - Gampaha (Ja Ela) - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,569,570,0,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-21,,Sri Lanka: Storm - Gampaha (Dompe) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,170,170,0,,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-21,,Sri Lanka: Storm - Rathnapura (Ayagama) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-20,Day,2024-05-23,Week,Sri Lanka: Flood - Gampaha (Wattala) - 20/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,77,77,0,,[]
USA,United States of America,2024,2024-05-20,Day,2024-05-23,Day,"United States: Tornado - Iowa, Wisconsin - 20/05/2024",2,Weather related,4,Meteorological,14,Storm,23,,2861,2900,294,290,['FEMA-4784-DR']
LKA,Sri Lanka,2024,2024-05-20,,2024-05-24,,Sri Lanka: Storm - Kalutara (Ingriya) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-25,,Sri Lanka: Storm - Kegalle (Kegalla) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-20,,2024-05-26,,Sri Lanka: Storm - Kegalle (Yatiyanthota) - 20/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,11,11,11,11,[]
IDN,Indonesia,2024,2024-05-21,Day,2024-05-21,Day,Indonesia: Landslide - West Sulawesi (Mamasa) - 21/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,289,290,178,180,['AHA-LS-2024-000865-IDN']
IDN,Indonesia,2024,2024-05-21,Day,2024-05-21,Day,"Indonesia: Volcanic Activity ""Mt. Ibu"" - North Maluku (West Halmahera, North Halmahera) - 21/05/2024",1,Geophysical,1,Geophysical,3,Volcanic activity,5,,3498,3500,,,['AHA-VO-2024-000958-IDN']
ITA,Italy,2024,2024-05-21,Day,2024-05-21,Day,"Italy: Flood - Veneto (Dolcè, Sandrigo) - 21/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,75,75,,,[]
LKA,Sri Lanka,2024,2024-05-21,,2024-05-21,,Sri Lanka: Flood - Gampaha (Kelaniya) - 21/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
SSD,South Sudan,2024,2024-05-21,,2024-05-21,,South Sudan: Flood - Western Bahr el Ghazal (Wau/Wau) - 21/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4186,4200,,,[]
UGA,Uganda,2024,2024-05-21,,2024-05-21,,Uganda: Landslide/Wet mass movement - Western (Toro/Kasese) - 21/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,1,1,,,[]
CHL,Chile,2024,2024-05-21,Day,2024-05-24,Day,Chile: Storm - Metropolitana (El Monte) - 21/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,8,8,,,[]
USA,United States of America,2024,2024-05-21,Day,2024-05-27,Day,United States: Storm - Kentucky - 21/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,1514,1500,197,200,['FEMA-4804-DR']
FRA,France,2024,2024-05-22,Day,2024-05-22,Day,France: Flood - Somme - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,24,24,,,[]
GTM,Guatemala,2024,2024-05-22,Day,2024-05-22,Day,Guatemala: Flood - Petén (Las Cruces) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,60,60,,,[]
IDN,Indonesia,2024,2024-05-22,Day,2024-05-22,Day,Indonesia: Flood - South Sumatra (Ogan Komering Ulu) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,12849,13000,178,180,['AHA-FL-2024-000873-IDN']
IDN,Indonesia,2024,2024-05-22,Day,2024-05-22,Day,Indonesia: Flood - South Sumatra (South Ogan Komering Ulu) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,['AHA-FL-2024-000885-IDN']
IDN,Indonesia,2024,2024-05-22,Day,2024-05-22,Day,Indonesia: Flood - West Kalimantan (Landak) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,387,390,15,15,['AHA-FL-2024-000862-IDN']
LKA,Sri Lanka,2024,2024-05-22,Day,2024-05-22,Day,Sri Lanka: Flood - Galle (Akmeemana) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,8,8,8,8,[]
LKA,Sri Lanka,2024,2024-05-22,Day,2024-05-22,Week,Sri Lanka: Flood - Puttalam (Mahawewa) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,197,200,0,,[]
LKA,Sri Lanka,2024,2024-05-22,,2024-05-22,,Sri Lanka: Flood - Puttalam (Nattandiya) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,0,,[]
USA,United States of America,2024,2024-05-22,Day,2024-05-22,Day,United States: Wildfire - Arizona (Florence) - 22/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,2,2,2,2,[]
LKA,Sri Lanka,2024,2024-05-22,,2024-05-23,,Sri Lanka: Storm - Kandy (Udalpalatha) - 22/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,8,8,8,8,[]
LKA,Sri Lanka,2024,2024-05-22,,2024-05-26,,Sri Lanka: Storm - Hambantota (Beliattha) - 22/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
LKA,Sri Lanka,2024,2024-05-22,Week,2024-05-31,Week,Sri Lanka: Flood - Nuwara Eliya (Walapane) - 22/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,45,45,0,,[]
LKA,Sri Lanka,2024,2024-05-22,Week,2024-05-31,Week,Sri Lanka: Storm - Nuwara Eliya (Ambagamuwa) - 22/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,79,79,0,,[]
LKA,Sri Lanka,2024,2024-05-22,Week,2024-05-31,Week,Sri Lanka: Storm - Nuwara Eliya (Hanguranketha) - 22/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,22,22,0,,[]
IDN,Indonesia,2024,2024-05-23,Day,2024-05-23,Day,Indonesia: Flood - South Sulawesi (North Luwu) - 23/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,696,700,,,['AHA-FL-2024-000866-IDN']
LKA,Sri Lanka,2024,2024-05-23,,2024-05-23,,Sri Lanka: Storm - Kandy (Gangawata Korale) - 23/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,139,140,0,,[]
MYS,Malaysia,2024,2024-05-23,Day,2024-05-23,Day,Malaysia: Flood - Perak (Perak Tengah) - 23/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,130,130,0,,['AHA-FL-2024-000855-MYS']
UGA,Uganda,2024,2024-05-23,,2024-05-23,,Uganda: Flood - Northern (Lango/Amolatar) - 23/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,43,43,38,38,[]
IRN,Iran (Islamic Republic of),2024,2024-05-23,Day,2024-05-26,Day,Iran: Flood - West Azerbaijan (Urmia) - 23/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,204,200,,,[]
CYP,Cyprus,2024,2024-05-24,Day,2024-05-24,Day,Cyprus: Wildfire - Limassol (Paramali) - 24/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,207,210,,,[]
IDN,Indonesia,2024,2024-05-24,Day,2024-05-24,Day,Indonesia: Flood - Lampung (Pesawaran) - 24/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,['AHA-FL-2024-000861-IDN']
IDN,Indonesia,2024,2024-05-24,Day,2024-05-24,Day,Indonesia: Flood - West Java (Cirebon) - 24/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,42,42,,,['AHA-FL-2024-000857-IDN']
TJK,Tajikistan,2024,2024-05-24,Day,2024-05-24,Day,Tajikistan: Landslide/Wet mass movement - Khatlon (Nikholparvar) - 24/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,2,2,,,[]
LKA,Sri Lanka,2024,2024-05-24,,2024-05-26,,Sri Lanka: Storm - Gampaha (Minuwangoda) - 24/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,20,20,0,,[]
